"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"ECNN-CS: Efficient Convolutional Neural Network by Channel and Spatial Fusion for Hand Gesture Recognition Using sEMG Sensors","S. Ni; M. A. A. Al-Qaness","College of Physics and Electronic Information Engineering, Zhejiang Normal University, Jinhua, China; College of Physics and Electronic Information Engineering, Zhejiang Normal University, Jinhua, China",IEEE Sensors Journal,"12 Feb 2026","2026","26","4","6487","6497","Sensor-based gesture recognition technology has been widely applied in human–machine interaction, human–robot interaction, prosthetic control, medical rehabilitation, and other fields. Surface electromyography (sEMG) provides rich information about muscle motion that accurately reflects a user’s motion intention, making sEMG sensors critical for assistive and rehabilitative technologies. Therefore, sEMG-based gesture recognition has received extensive research attention. In this study, we propose a gesture recognition and classification method based on sEMG signals, referred to as efficient convolutional neural network (ECNN)-CS. The method inputs extracted features into an ECNN. It incorporates both channel attention (CA) and spatial attention (SA) mechanisms to improve gesture classification at the decision layer. We evaluated ECNN-CS on the official DB4 and DB5 datasets. In the DB4 dataset (sampling frequency 2000 Hz), we achieved an accuracy of up to 82.32% across 53 gesture recognition tasks, using a window length of 250 ms (corresponding to 500 time steps) and a movement length of 62.5 ms (125 time steps). In the DB5 dataset (sampling frequency 200 Hz), the window length is 250 ms (50 time steps), the movement length is 62.5 ms (12 time steps), and the highest accuracy reaches 88.13%. These results demonstrate that ECNN-CS effectively leverages both temporal and spatial features of sEMG signals, achieving excellent performance in gesture recognition tasks and providing a solid foundation for future research and applications.","1558-1748","","10.1109/JSEN.2025.3648587","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11333387","Attention mechanism;deep learning;gesture recognition;human–machine interaction;rehabilitation;sensors;surface electromyography (sEMG)","Gesture recognition;Accuracy;Sensors;Muscles;Feature extraction;Electrodes;Training;Electromyography;Prosthetics;Human computer interaction","","","","33","IEEE","12 Jan 2026","15 Feb.15, 2026","","IEEE","IEEE Journals"
"Electromyography-Driven Force Prediction in Non-Disabled Individuals and Transradial Amputees","M. Nayab; A. Waris; M. J. Khan; M. A. Ijaz; S. O. Gilani; F. Hazzazi; U. H. Shah; S. Mushtaq; E. N. Kamavuako","Department of Biomedical Engineering, National University of Sciences and Technology, Islamabad, Pakistan; Department of Biomedical Engineering, National University of Sciences and Technology, Islamabad, Pakistan; Department of Biomedical Engineering, National University of Sciences and Technology, Islamabad, Pakistan; Department of Robotics and Artificial Intelligence, National University of Sciences and Technology, Islamabad, Pakistan; Department of Electrical, Computer and Biomedical Engineering, Abu Dhabi University, Abu Dhabi, United Arab Emirates; Department of Electrical Engineering, College of Engineering, Prince Sattam bin Abdulaziz University, Al-Kharj, Saudi Arabia; College of Engineering and Information Technology, Ajman University, Ajman, United Arab Emirates; Louisiana State University, Shreveport, LA, USA; Department of Engineering, King’s College London, London, U.K.",IEEE Access,"20 Feb 2026","2026","14","","26041","26052","Accurate estimation of force from electromyography (EMG) signals plays a crucial role in advancing human-machine interactions. While most existing studies have focused primarily on non-disabled subjects, research on force estimation in amputees is very limited. Accurate force estimation is particularly important for enabling seamless control of prosthetic devices. In this study, we propose an LTCN, a hybrid Long-Term Convolutional Network (LTCN) for force estimation from EMG signals recorded from both non-disabled subjects and individuals with trans-radial amputation. Both surface EMG (sEMG) and intramuscular EMG (iEMG) modalities were systematically evaluated to assess their contributions to accurate force estimation. For healthy subjects, the proposed LTCN model demonstrated the highest accuracy for sEMG-based prediction (R ${}^{2} =0.99$ , MAE = 0.0022, RMSE = 0.0029), while the LTCN model achieved similarly strong performance for iEMG-based prediction (R ${}^{2} =0.99$ , MAE = 0.0560, RMSE = 0.0638). For the amputee participant, sEMG signals were used, and the hybrid LTCN model performed well, showing good agreement with the actual force values and low prediction errors (R ${}^{2} = 0.86~\pm ~0.01$ ; MAE = 0.8575; RMSE = 1.3362). The LTCN demonstrated robust prediction performance across both subject groups, highlighting its potential for improving prosthetic control and rehabilitation strategies. Future work may focus on integrating the LTCN model directly into prosthetic systems to enhance intuitive and responsive control for users.","2169-3536","","10.1109/ACCESS.2026.3661995","Ajman University(grant numbers:2023-IRG-ENIT-32); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11373379","Electrophotography (EMG);EMG based force estimation;trans radial amputation;EMG-based force estimation;temporal convolutional neural network;Gaussian process regression","Force;Electromyography;Estimation;Accuracy;Muscles;Thumb;Prosthetics;Convolutional neural networks;Wrist;Feature extraction","","","","40","CCBY","6 Feb 2026","2026","","IEEE","IEEE Journals"
"Detection of Neck and Shoulder Muscle Fatiguing Contractions Using Superlet Transform of Wireless Electromyography Measurements and Lightweight CNN","G. Kaliyaperumal; K. P A","Physiological Measurements and Instrumentation Laboratory, Department of Instrumentation and Control Engineering, National Institute of Technology Tiruchirappalli, Tiruchirappalli, India; Physiological Measurements and Instrumentation Laboratory, Department of Instrumentation and Control Engineering, National Institute of Technology Tiruchirappalli, Tiruchirappalli, India",IEEE Sensors Letters,"16 Feb 2026","2026","10","3","1","4","Prolonged use of electronic gadgets and a sedentary lifestyle lead to overuse of neck and shoulder muscles, which initially results in fatigue, and can later develop into musculoskeletal disorders (MSDs). Therefore, muscle fatigue is considered an important precursor to MSD. Surface electromyography (sEMG) is widely used for fatigue assessment; however, its analysis is challenging due to its multicomponent and nonstationary behavior. Moreover, the time-varying frequency characteristics of neck and shoulder muscles are not established well under dynamic contractions. In this letter, the nonstationary characteristics of neck and shoulder sEMG are analyzed using the superlet transform (SLT) and a hybrid lightweight convolutional neural network (CNN)-extreme gradient boosting (XGBoost) algorithm. For this purpose, wireless sEMG signals were collected from sternocleidomastoid, splenius capitis, and trapezius muscles of 50 healthy volunteers using a standard protocol. The first, middle, and last ten seconds of the signals are considered as nonfatigue, transition, and fatigue zone, respectively. The signals were preprocessed and subjected to SLT for analyzing the time-varying frequency components. Four features, namely, median frequency, mean frequency, instantaneous frequency, and energy, were extracted and used to design hybrid lightweight CNN-XGBoost model. The results show that the proposed SLT effectively represents the time–frequency variations of signals. All features are found to be distinct across the three conditions in all muscles (p < 0.05). Importantly, the proposed lightweight model detects the fatiguing contractions with an overall accuracy of 90.8% and an F1-score of 90.2%. These findings suggest that the combination of advanced time–frequency approach, SLT, and a lightweight CNN-XGBoost could be useful for real-time monitoring aimed at preventing MSDs.","2475-1472","","10.1109/LSENS.2026.3657103","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11362976","Sensor signal processing;electromyography;fatigue;lightweight CNN of superlet features;splenius capitis (SPC);sternocleidomastoid (SCM);superlet;trapezius (TPZ)","Fatigue;Muscles;Time-frequency analysis;Neck;Feature extraction;Signal resolution;Accuracy;Electromyography;Electrodes;Convolutional neural networks","","","","17","IEEE","23 Jan 2026","March 2026","","IEEE","IEEE Journals"
"Neck EMG-Based Estimation of Upper-Limb Muscle Tension","A. Niijima","NTT Human Informatics Laboratories, NTT, Inc., Yokosuka, Japan",IEEE Sensors Letters,"28 Jan 2026","2026","10","2","1","4","Monitoring muscle tension unobtrusively is important for sports and music performance. Conventional approaches estimate bilateral arm exertion by placing electromyography (EMG) sensors on the arms; however, in sports the arms may strike players, risking sensor detachment or damage, and in artistic settings visible arm-mounted sensors may be socially unacceptable. To address these issues, I propose a method that estimates bilateral arm exertion using a single EMG sensor on the posterior neck. The approach leverages the kinetic-chain principle: when the arms tense, cervical muscles coactivate to stabilize posture. Using cervical EMG and machine-learning models, I classify arm tension and regress percent maximum voluntary contraction (%MVC) across both arms. I evaluated the method across five tasks including grip strength, golf putting, and piano playing. The method achieved a mean binary-classification accuracy of 76%. For regression of mean arm %MVC, it yielded an average RMSE of 10% and $R^{2}$ of 0.72.","2475-1472","","10.1109/LSENS.2026.3652230","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11340675","Sensor systems;electromyography (EMG);muscle;neck;wearable","Electromyography;Neck;Muscles;Hands;Training;Force;Arm;Sports;Training data;Testing","","","","19","IEEE","12 Jan 2026","Feb. 2026","","IEEE","IEEE Journals"
"Data-Driven Spatio-Temporal Filters for Crosstalk Reduction in High-Density Surface EMG","L. Mesin","Department of Electronics and Telecommunications, Mathematical Biology and Physiology Research Group, Politecnico di Torino, Turin, Italy",IEEE Access,"9 Mar 2026","2026","14","","35009","35028","Objective: Spatial filters have been extensively studied to improve selectivity of information extraction from high density surface electromyography (HD-EMG). However, variations in volume conductors and experimental conditions require tailored solutions, that predetermined filters with fixed weights cannot guarantee to be optimal. This work proposes the development of data-driven filters, adapted to the specific subject and experimental conditions, with a focus on crosstalk. Methods: A general framework to develop filters is introduced. The data are partitioned into patches, which the filter linearly combines across both electrode channels and time samples (obtaining a spatio-temporal filter). With the purpose to reduce crosstalk, different objective functions are proposed: maximal local correlation with the input and minimal cross-correlation across the output channels; minimum entropy of the filter output. Both optimization strategies promote sparse and spatially localized outputs, thereby reducing the effect of distant sources generating crosstalk. Results: Simulated monopolar HD-EMGs from two close muscles have been used to test the filters on a benchmark ( $n =60$ : 10 simulated subjects, 3 fat layer thicknesses, 2 levels of additive noise). Moreover, experimental data from selective contractions of the flexor carpi radialis and the pronator teres were used as a preliminary validation in the field (8 subjects). All proposed filters reduced the spread of the recorded signal, better focusing on the sources below the detection point. The estimation of the envelopes of the target muscles (i.e., the muscles located under the detection points of the filters) and the signal-to-crosstalk ratio were statistically improved in simulations when using the filters instead of the raw data. These positive outcomes were confirmed by trends observed in the experimental tests; however, the limited size of the dataset resulted in only a small number of statistically significant improvements. Conclusion: Defining a filter by optimizing an objective function allows to target a property of interest while adapting to the specific recording condition. This adaptive, data-driven approach offers a versatile tool for information extraction from HD-EMGs and may open new avenues for the investigation of neuromuscular signals.","2169-3536","","10.1109/ACCESS.2026.3669945","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11419076","Surface EMG;crosstalk;spatial filter;data-driven","Filters;Muscles;Crosstalk;Electromyography;Electrodes;Spatial filters;Recording;Correlation;Vectors;Linear programming","","","","58","CCBY","3 Mar 2026","2026","","IEEE","IEEE Journals"
"Fine-Tuning Myoelectric Control Through Reinforcement Learning in a Game Environment","K. Freitag; Y. Karayiannidis; J. Zbinden; R. Laezza","Division of Systems and Control, Department of Electrical Engineering, Chalmers University of Technology, Sweden; Department of Automatic Control, Lund University, Sweden; Division of Systems and Control, Department of Electrical Engineering, Chalmers University of Technology, Sweden; Division of Systems and Control, Department of Electrical Engineering, Chalmers University of Technology, Gothenburg, Sweden",IEEE Transactions on Biomedical Engineering,"29 Dec 2025","2026","73","1","168","179","Objective: Enhancing the reliability of myoelectric controllers that decode motor intent is a pressing challenge in the field of bionic prosthetics. State-of-the-art research has mostly focused on Supervised Learning (SL) techniques to tackle this problem. However, obtaining high-quality labeled data that accurately represents muscle activity during daily usage remains difficult. We investigate the potential of Reinforcement Learning (RL) to further improve the decoding of human motion intent by incorporating usage-based data. Methods: The starting point of our method is a SL control policy, pretrained on a static recording of electromyographic (EMG) ground truth data. We then apply RL to fine-tune the pretrained classifier with dynamic EMG data obtained during interaction with a game environment developed for this work. We conducted real-time experiments to evaluate our approach and achieved significant improvements in human-in-the-loop performance. Results: The method effectively predicts simultaneous finger movements, leading to a two-fold increase in decoding accuracy during gameplay and a 39% improvement in a separate motion test. Conclusion: By employing RL and incorporating usage-based EMG data during fine-tuning, our method achieves significant improvements in accuracy and robustness. Significance: These results showcase the potential of RL for enhancing the reliability of myoelectric controllers, which is of particular importance for advanced bionic limbs.","1558-2531","","10.1109/TBME.2025.3578855","Stiftelsen Promobilia; IngaBritt and Arne Lundbergs Foundation; Vetenskapsrådet; Wallenberg AI, Autonomous Systems and Software Program; Knut och Alice Wallenbergs Stiftelse; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11030934","Deep learning;electromyography;human computer interaction;prosthetic limbs;reinforcement learning","Electromyography;Muscles;Myoelectric control;Decoding;Motors;Games;Reinforcement learning;Hands;Amputation;Transfer learning","Humans;Electromyography;Signal Processing, Computer-Assisted;Reinforcement, Psychology;Male;Adult;Algorithms;Muscle, Skeletal;Female;Movement;Fingers;Supervised Machine Learning","3","","48","CCBY","11 Jun 2025","Jan. 2026","","IEEE","IEEE Journals"
"Repaint High-Density Surface Electromyography Signal Using Denoising Diffusion Probabilistic Model","Y. Zhao; J. Liao; X. Fang; H. Wang; N. Jiang; J. He","National Clinical Research Center for Geriatric, West China Hospital, Sichuan University, China; National Clinical Research Center for Geriatric, West China Hospital, Sichuan University, China; National Clinical Research Center for Geriatric, West China Hospital, Sichuan University, China; National Clinical Research Center for Geriatric, West China Hospital, Sichuan University, China; National Clinical Research Center for Geriatric, West China Hospital, Sichuan University, China; National Clinical Research Center for Geriatric, West China Hospital, Sichuan University, Chengdu, China",IEEE Transactions on Biomedical Engineering,"12 Feb 2026","2026","73","3","1321","1332","Objective: High-density surface electromyography (HD-sEMG) has emerged as a powerful tool for myoelectric control and activation pattern analysis. However, signal loss due to poor electrode contact and channel corruption remains a significant challenge, limiting the reliability and practical applications of HD-sEMG signals. Conventional interpolation methods fail to effectively reconstruct corrupted signals, especially when multiple adjacent channels are affected. Methods: This paper proposes a novel HD-sEMG signal reconstruction approach based on the denoising diffusion probabilistic model (DDPM) with a repaint strategy. By leveraging a U-Net structure with spatiotemporal embedding modules that effectively learn the spatial and temporal characteristics of HD-sEMG signals, the proposed method achieves high-fidelity signal reconstruction without requiring prior knowledge of corruption patterns. Results: Experimental evaluations are conducted on 6 corruption patterns with varying ratios (from 12.5% to 50%) using self-collected datasets (including an amputated subject) and a benchmark dataset. Results demonstrate that the proposed approach consistently outperforms interpolation methods (linear: 0.038 $\pm$ 0.033, cubic: 0.038 $\pm$ 0.032), generative adversarial net (GAN) (0.049 $\pm$ 0.041), and variational autoencoder (VAE) (0.068 $\pm$ 0.046) in terms of $nRMSE$ ($p < 0.001$), achieving the lowest error of 0.027 $\pm$ 0.027 averaged across all corruption ratios. For $PSNR$, the proposed approach achieves the highest mean value (35.81 $\pm$ 17.95 dB) compared to interpolation methods (linear: 33.89 $\pm$ 26.85, cubic: 33.88 $\pm$ 26.88 dB), GAN (31.08 $\pm$ 19.14 dB), and VAE (26.98 $\pm$ 18.94 dB) ($p < 0.001$). Furthermore, the proposed method maintained robust classification accuracy, achieving statistically equivalent performance to ground truth at the lower corruption ratio. Significance: The proposed HD-sEMG signal reconstruction approach offers a new solution for enhancing the fidelity and reliability of HD-sEMG signal acquisition.","1558-2531","","10.1109/TBME.2025.3604527","Fundamental Research Funds for the Central Universities(grant numbers:YJ202373); Science and Technology Major Project of Tibetan Autonomous Region of China(grant numbers:XZ202201ZD0001G); 1.3.5 Project for Disciplines of 1435 Excellence Grant from West China Hospital(grant numbers:ZYYC22001); Key Project from Med-X Center for Manufacturing(grant numbers:0040206107007); U.K. ESRC(grant numbers:ES/Y008030/1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11145804","High-density electromyography;signal reconstruction;myoelectric control;diffusion model","Electrodes;Interpolation;Noise reduction;Muscles;Electromyography;Signal reconstruction;Spatiotemporal phenomena;Hands;Benchmark testing;Recording","Electromyography;Humans;Signal Processing, Computer-Assisted;Models, Statistical;Algorithms;Signal-To-Noise Ratio;Muscle, Skeletal","1","","47","IEEE","2 Sep 2025","March 2026","","IEEE","IEEE Journals"
"A Wearable Platform for Real-Time Control of a Prosthetic Hand by High-Density EMG","R. G. Molinari; V. Avilés-Carrillo; G. A. G. de Villa; L. A. Elias","Department of Electronics and Biomedical Engineering, School of Electrical and Computer Engineering, University of Campinas, Campinas, Brazil; Department of Electronics and Biomedical Engineering, School of Electrical and Computer Engineering, University of Campinas, Campinas, Brazil; Neural Engineering Research Laboratory, Center for Biomedical Engineering, University of Campinas, Campinas, Brazil; Department of Electronics and Biomedical Engineering, School of Electrical and Computer Engineering, University of Campinas, Campinas, Brazil",IEEE Access,"12 Mar 2026","2026","14","","36851","36868","This study presents a heterogeneous embedded architecture that addresses a fundamental gap in wearable myoelectric systems: the inability of existing platforms to simultaneously provide high-density signal acquisition, computational flexibility, and autonomy. The platform integrates two 64-channel RHD2164 front-ends (128 channels total) with a Zynq UltraScale+ multiprocessor system-on-chip for heterogeneous processing. A PYNQ-based Python/Linux framework enables scalable algorithm development. Experiments with 21 healthy subjects performing eight motor tasks (finger flexion/extension, thumb opposition, and grasp patterns) at two frequencies (0.50 and 0.75 Hz) demonstrated the platform’s capability in high-density surface electromyography (HD sEMG) recording and real-time control of a single degree of freedom (1-DoF). Signal quality exceeded recommended thresholds (Signal-to-Noise Ratio:  $13.93 \pm 7.51$  dB; Signal-to-Motion-artifact Ratio:  $25.18 \pm 5.18$  dB), confirming the effectiveness of the dual-front-end architecture. The processing pipeline combined reinforced electrode signal adaptation (RESA), non-negative matrix factorization (NMF), and Kalman filtering, resulting in strong agreement between estimated and reference signals, with maximum normalized cross-correlation ( $\mathrm {XC}_{\max }$ ) values from  $0.54 \pm 0.22$  to  $0.80 \pm 0.16$ . The coefficient of determination (R2) for HD sEMG reconstruction ranged from  $0.87 \pm 0.09$  to  $0.95 \pm 0.03$ , with higher values for prehension tasks. End-to-end latency from acquisition to command output ranged from  $63.3 \pm 1.0$  ms (30 ms buffer) to  $219.1 \pm 4.5$  ms (150 ms buffer), maintaining temporal alignment ( $\mathrm {XC}_{\max }$  lag:  $0.02 \pm 2.09$  s). The heterogeneous architecture supports full local processing, with the FPGA handling acquisition and the Arm Cortex-A53 cores performing motor intention decoding, providing a scalable foundation for adaptive multi-DoF prosthetic control.","2169-3536","","10.1109/ACCESS.2026.3670500","Brazilian Public Ministry of Work(grant numbers:002118.2019); National Council for Scientific and Technological Development (CNPq)(grant numbers:316320/2023-4); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11421324","Heterogeneous computing;myoelectric control;prosthesis;surface EMG;wearable technology","Real-time systems;Field programmable gate arrays;Hardware;Wearable devices;Pipelines;Decoding;Process control;Electromyography;Prosthetic hand;Electrodes","","","","53","CCBY","4 Mar 2026","2026","","IEEE","IEEE Journals"
"RIME-Optimized CEEMDAN-LSTM Framework for sEMG Prediction: Cross-Subjects, Tasks, and Ages Study","Q. Xiu; Y. Wang; X. Chen; D. Zhang; T. Ma; J. Yu; P. Xie","Key Laboratory of Intelligent Control and Neural Information Processing, Ministry of Education, Yanshan University, Qinhuangdao, Hebei, China; Key Laboratory of Intelligent Control and Neural Information Processing, Ministry of Education, Yanshan University, Qinhuangdao, Hebei, China; Hebei Key Laboratory of Intelligent Rehabilitation and Neuroregulation and the Key Laboratory of Intelligent Control and Neural Information Processing, Ministry of Education, Yanshan University, Qinhuangdao, Hebei, China; Key Laboratory of Intelligent Control and Neural Information Processing, Ministry of Education, Yanshan University, Qinhuangdao, Hebei, China; Key Laboratory of Intelligent Control and Neural Information Processing, Ministry of Education, Yanshan University, Qinhuangdao, Hebei, China; College of Mechanical and Automotive Engineering, Ningbo University of Technology, Ningbo, Zhejiang, China; Hebei Key Laboratory of Intelligent Rehabilitation and Neuroregulation and the Key Laboratory of Intelligent Control and Neural Information Processing, Ministry of Education, Yanshan University, Qinhuangdao, Hebei, China",IEEE Sensors Journal,"27 Feb 2026","2026","26","5","7419","7432","Surface electromyography (sEMG) signals are essential for monitoring muscle activation, which are widely used in various fields, such as rehabilitation robotics and human–computer interaction systems. However, it remains a challenge in accurately predicting and analyzing sEMG signals due to their nonlinearity, nonstationarity, and individual differences. Therefore, this study proposed a novel prediction model named RCEEMDAN-RLSTM to address these limitations. This model integrated an adaptive noise reduction technique with a feature extraction strategy, introducing complete ensemble empirical mode decomposition with adaptive noise (CEEMDAN) for signal decomposition, coupled with a long short-term memory (LSTM) network for temporal pattern learning. Additionally, the rime ice optimization algorithm (RIME) was employed to optimize the parameters of both components in real-time. The RIME-based optimization algorithm enables dynamic adjustment of model parameters, enhances noise suppression, and accommodates individual differences in sEMG signal characteristics. To evaluate the robustness of the proposed model, we computed the mean absolute error (MAE), root-mean-square error (RMSE), and prediction accuracy (PA) using experimental sEMG data collected from diverse muscle groups, motor tasks, and age groups in 13 healthy subjects. Quantitative analysis revealed statistically significant improvements across all evaluation metrics, achieving an average 48.42% reduction in MAE and 56.32% ± 18.75% decrease in RMSE across muscles. The PA rate achieved 97.59%. The multitype sEMG-driven approach also achieved 98.91% stability. These findings validate the effectiveness and reliability of the RCEEMDAN-RLSTM method in estimating sEMG signals. This has important implications for improving rehabilitation control strategies and advancing human–machine interaction (HMI) systems.","1558-1748","","10.1109/JSEN.2026.3655884","National Natural Science Foundation of China(grant numbers:62471429,62371416); Natural Science Foundation of Hebei Province of China(grant numbers:F2022203079,F2024203120); Key Category of Yanshan University’s Iconic Special Cultivation Project(grant numbers:2022BZZD007); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11366086","Complete ensemble empirical mode decomposition with adaptive noise (CEEMDAN);long short-term memory (LSTM);multitype surface electromyography(sEMG);rime ice optimization algorithm (RIME);robust prediction;sEMG","Predictive models;Adaptation models;Muscles;Long short term memory;Sensors;Optimization;Heuristic algorithms;Wrist;Prediction algorithms;Noise","","","","45","IEEE","28 Jan 2026","1 March1, 2026","","IEEE","IEEE Journals"
"Glottal-Aware Speech-to-EMG Synthesis via Sparse-Adaptive Fusion of Speech Units","S. Ullah; M. M. Nasralla; D. -H. Kim","Department of Communications and Networks Engineering, Prince Sultan University, Riyadh, Saudi Arabia; Department of Communications and Networks Engineering, Prince Sultan University, Riyadh, Saudi Arabia; INHA Future Mobility IPCC, Department of Electrical and Computer Engineering, Inha University, Incheon, South Korea",IEEE Transactions on Instrumentation and Measurement,"12 Feb 2026","2026","75","","1","18","Silent speech decoding utilizes electromyography (EMG) signals to generate speech without vocalization. However, acquiring EMG datasets for silent speech is challenging because of factors such as electrode configuration (unipolar versus bipolar), inconsistent electrode placement, intersession and interdevice variability, and overall discomfort of the subjects. An alternative approach to address these challenges considers the inverse problem of speech-to-EMG synthesis, thereby enabling the generation of EMG signals from available speech data. In this article, we propose a novel multimodal fusion framework that integrates electroglottography (EGG) and speech signals to enhance the representation of soft speech units (SSUs). We introduce a glottal-aware EGG encoder based on a ConvNeXt-LSTM architecture, which extracts key glottal features such as the derivative EGG, glottal opening/closing points, and peak-to-peak amplitude differences. We further optimize EMG feature extraction using a ConvNext-inspired EMG encoder, replacing traditional ResNet blocks and transformer modules with FNet, which leverages Fourier token mixing for improved feature learning. To enhance EMG synthesis, we introduce a sparse-fusion technique that iteratively fuses stronger neural nodes, allowing weaker nodes to adapt in later iterations. Our synthesis process is driven by a speech-to-EMG generative adversarial networks (STE-GANs)-based generative model, incorporating our glottal-aware fusion strategy, optimized EGG encoder, and enhanced EMG encoder to improve EMG signal quality and realism. For evaluation, we generated our novel multimodal dataset containing synchronized EGG, EMG, and speech signals to validate our methodology and compare our results with publicly available EMG-voice datasets. Extensive experiments and comparative studies with state-of-the-art (SOTA) algorithms confirm that our method significantly improves EMG synthesis quality and speech feature transduction.","1557-9662","","10.1109/TIM.2026.3659639","National Research Foundation of Korea (NRF); Korean Government Ministry of Science and ICT (MSIT) of Korea(grant numbers:RS-2024-00336286); Inha University Research; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11369030","Electroglottography (EGG);electromyography (EMG);multimodal fusion;speech units;speech-to-EMG","Electromyography;Feature extraction;Electrodes;Transformers;Speech synthesis;Production;Inverse problems;Decoding;Vocoders;Synchronization","","","","39","IEEE","30 Jan 2026","2026","","IEEE","IEEE Journals"
