"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Novel Validation Approach for High-Density Surface EMG Decomposition in Motor Neuron Disease","M. Chen; X. Zhang; P. Zhou","Biomedical Engineering Program, University of Science and Technology of China, Hefei, China; Biomedical Engineering Program, University of Science and Technology of China, Hefei, China; TIRR Memorial Hermann Research Center, Houston, TX, USA",IEEE Transactions on Neural Systems and Rehabilitation Engineering,"6 Jun 2018","2018","26","6","1161","1168","This paper presents a novel two-source approach for validating the performance of high-density surface electromyogram (EMG) decomposition. The approach was developed taking advantage of surface EMG characteristics of amyotrophic lateral sclerosis (ALS). High-density surface EMG data from ALS patients can be divided to the sparse data set and the interference data set, with the former decomposed by expert visual inspection while the latter independently decomposed by the surface EMG decomposition algorithm. The agreement of the decomposition yields from the two data sets can be quantified for evaluating the surface EMG decomposition performance. The novel validation approach was performed for a recently developed method called automatic progressive FastICA peel-off (APFP) for high-density surface EMG decomposition. The APFP framework was used to automatically decompose high-density surface EMG signals recorded from the first dorsal interosseous muscle of ALS subjects. The common motor units independently decomposed from the interference data set and the sparse data set demonstrated an average matching rate of 99.18% ± 1.11%. The characteristics of the ALS surface EMG also facilitate a step by step illustration of the APFP framework for high-density surface EMG decomposition. The novel approach presented in this paper can supplement conventional two-source validation for accuracy assessment of decomposed motor units from experimental signals, which is essential for development of surface EMG decomposition methods.","1558-0210","","10.1109/TNSRE.2018.2836859","Visiting Student Program of China Scholarship Council; National Natural Science Foundation of China(grant numbers:61771444); Guangzhou Science and Technology Programme(grant numbers:201704030039); National Institutes of Health of the U.S. Department of Health and Human Services(grant numbers:R21 NS093727); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8359357","Two-source validation;high density surface EMG;automatic decomposition;amyotrophic lateral sclerosis;progressive FastICA peel-off","Electromyography;Muscles;Surface morphology;Electrodes;Surface discharges;Interference;Surface treatment","Algorithms;Amyotrophic Lateral Sclerosis;Electromyography;Humans;Motor Neuron Disease;Motor Neurons;Muscle Fibers, Skeletal;Reproducibility of Results","40","","37","IEEE","15 May 2018","June 2018","","IEEE","IEEE Journals"
"Knit Band Sensor for Myoelectric Control of Surface EMG-Based Prosthetic Hand","S. Lee; M. -O. Kim; T. Kang; J. Park; Y. Choi","Department of Electrical and Electronic Engineering, Hanyang University, Ansan, South Korea; School of Fashion Design, University of Cincinnati, Cincinnati, OH, USA; Research and Development Center, Korea Telecom, Seoul, South Korea; Department of Electrical and Electronic Engineering, Hanyang University, Ansan, South Korea; Department of Electrical and Electronic Engineering, Hanyang University, Ansan, South Korea",IEEE Sensors Journal,"26 Sep 2018","2018","18","20","8578","8586","Surface electromyography (sEMG) sensor is widely used to operate a myoelectric prosthesis and it has been further developed for various applications. In this paper, a multi-channel sEMG knit band sensor is newly suggested to be worn easily by amputee for myoelectric prosthesis. The band sensor was fabricated by knitting the silver-plated conductive yarn for electrodes with the moisture-wicking technical yarn for the comfort, ultimately, to record eight-channel sEMG signals simultaneously. Several experiments were conducted to verify the performance of knit band sensor. The normalized correlation between the developed knitted electrodes and the disposable (Ag/AgCl) electrodes is very high (0.95) at the same muscular area. The average signal-to-noise ratio value of the knitted electrodes (17.91 dB) was higher than that of the disposable electrodes (13.30 dB). For the performances of motion classification, overall classification accuracy of the knitted electrodes (93.2%) was higher than that of the disposable (87.9%). These experimental results have supported that the developed knit band sensor was as effective as the disposable electrodes.","1558-1748","","10.1109/JSEN.2018.2865623","National Research Foundation of Korea; National Research Foundation of Korea(grant numbers:NRF-2015M3C1B2052811); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8438528","Conductive knit electrodes;myoelectric control;wearable sensor;motion recognition;sEMG","Sensors;Electrodes;Fabrics;Prosthetics;Yarn;Skin;Metals","","74","","35","IEEE","16 Aug 2018","15 Oct.15, 2018","","IEEE","IEEE Journals"
"An Embedded, Eight Channel, Noise Canceling, Wireless, Wearable sEMG Data Acquisition System With Adaptive Muscle Contraction Detection","M. Ergeneci; K. Gokcesu; E. Ertan; P. Kosmas","Hercules Biomedical R&D, Ankara, Turkey; Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA, USA; Hercules Biomedical R&D, Ankara, Turkey; School of Natural and Mathematical Sciences, King's College London, London, U.K.",IEEE Transactions on Biomedical Circuits and Systems,"25 Jan 2018","2018","12","1","68","79","Wearable technology has gained increasing popularity in the applications of healthcare, sports science, and biomedical engineering in recent years. Because of its convenient nature, the wearable technology is particularly useful in the acquisition of the physiological signals. Specifically, the (surface electromyography) sEMG systems, which measure the muscle activation potentials, greatly benefit from this technology in both clinical and industrial applications. However, the current wearable sEMG systems have several drawbacks including inefficient noise cancellation, insufficient measurement quality, and difficult integration to customized applications. Additionally, none of these sEMG data acquisition systems can detect sEMG signals (i.e., contractions), which provides a valuable environment for further studies such as human machine interaction, gesture recognition, and fatigue tracking. To this end, we introduce an embedded, eight channel, noise canceling, wireless, wearable sEMG data acquisition system with adaptive muscle contraction detection. Our design consists of two stages, which are the sEMG sensors and the multichannel data acquisition unit. For the first stage, we propose a low cost, dry, and active sEMG sensor that captures the muscle activation potentials, a data acquisition unit that evaluates these captured multichannel sEMG signals and transmits them to a user interface. In the data acquisition unit, the sEMG signals are processed through embedded, adaptive methods in order to reject the power line noise and detect the muscle contractions. Through extensive experiments, we demonstrate that our sEMG sensor outperforms a widely used commercially available product and our data acquisition system achieves 4.583 dB SNR gain with $98.9784\%$ accuracy in the detection of the contractions.","1940-9990","","10.1109/TBCAS.2017.2757400","Türkiye Bilimsel ve Teknolojik Araştirma Kurumu(grant numbers:2150287); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8094924","EMG sensors;noise cancellation;real-time data acquisition;wearable technology;adaptive systems;muscle contraction detection","Data acquisition;Muscles;Electromyography;Sensors;Noise cancellation;Biomedical monitoring;Electrodes","Electromyography;Humans;Muscle Contraction;Signal Processing, Computer-Assisted;Wearable Electronic Devices;Wireless Technology","58","","69","IEEE","3 Nov 2017","Feb. 2018","","IEEE","IEEE Journals"
"Decoding Motor Unit Activity From Forearm Muscles: Perspectives for Myoelectric Control","T. Kapelner; F. Negro; O. C. Aszmann; D. Farina","Institute of Neurorehabilitation Systems, University Medical Center Göttingen, G öttingen, Germany; Department of Clinical and Experimental Sciences, University of Brescia, Brescia, Italy; Christian Doppler Laboratory for Restoration of Extremity Function, Medical University of Vienna, Wien, Austria; Department of Bioengineering, Imperial College London, London, U.K.",IEEE Transactions on Neural Systems and Rehabilitation Engineering,"8 Jan 2018","2018","26","1","244","251","We prove the feasibility of decomposing high density surface EMG signals from forearm muscles in non-isometric wrist motor tasks of normally limbed and limb-deficient individuals with the perspective of using the decoded neural information for prosthesis control. For this purpose, we recorded surface EMG signals during motions of three degrees of freedom of the wrist in seven normally limbed subjects and two patients with limb deficiency. The signals were decomposed into individual motor unit activity with a convolutive blind source separation algorithm. On average, for each subject, 16 ± 7 motor units were identified per motor task. The discharge timings of these motor units were estimated with an accuracy > 85%. Moreover, the activity of 6 ± 5 motor units per motor task was consistently detected in all repetitions of the same task. The joint angle at which motor units were first identified was 62.5 ± 26.4% of the range of motion, indicating a prevalence in the identification of high threshold motor units. These findings prove the feasibility of accurate identification of the neural drive to muscles in contractions relevant for myoelectric control, allowing the development of a new generation of myocontrol methods based on motor unit spike trains.","1558-0210","","10.1109/TNSRE.2017.2766360","German Academic Exchange Service Research Grant for Doctoral Candidates and Young Academics and Scientists; European Research Council Advanced Grant DEMOVE(grant numbers:267888); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8082526","Electromyography;prosthesis control;EMG decomposition","Electromyography;Muscles;Discharges (electric);Wrist;Prosthetics;Electrodes","Adult;Algorithms;Electromyography;Female;Forearm;Humans;Male;Middle Aged;Motor Neurons;Muscle Fibers, Skeletal;Muscle, Skeletal;Prosthesis Design;Reproducibility of Results;Wrist;Young Adult","73","","49","IEEE","25 Oct 2017","Jan. 2018","","IEEE","IEEE Journals"
"An Alternative Myoelectric Pattern Recognition Approach for the Control of Hand Prostheses: A Case Study of Use in Daily Life by a Dysmelia Subject","E. Mastinu; J. Ahlberg; E. Lendaro; L. Hermansson; B. Håkansson; M. Ortiz-Catalan","Department of Electrical Engineering, Chalmers University of Technology, Gothenburg, Sweden; Kungliga Tekniska Högskolan, Stockholm, Sweden; Department of Electrical Engineering, Chalmers University of Technology, Gothenburg, Sweden; Department of Prosthetics and Orthotics, Faculty of Medicine and Health, Örebro University, Örebro, Sweden; Department of Electrical Engineering, Chalmers University of Technology, Gothenburg, Sweden; Department of Electrical Engineering, Chalmers University of Technology, Gothenburg, Sweden",IEEE Journal of Translational Engineering in Health and Medicine,"28 Mar 2018","2018","6","","1","12","The functionality of upper limb prostheses can be improved by intuitive control strategies that use bioelectric signals measured at the stump level. One such strategy is the decoding of motor volition via myoelectric pattern recognition (MPR), which has shown promising results in controlled environments and more recently in clinical practice. Moreover, not much has been reported about daily life implementation and real-time accuracy of these decoding algorithms. This paper introduces an alternative approach in which MPR allows intuitive control of four different grips and open/close in a multifunctional prosthetic hand. We conducted a clinical proof-of-concept in activities of daily life by constructing a self-contained, MPR-controlled, transradial prosthetic system provided with a novel user interface meant to log errors during real-time operation. The system was used for five days by a unilateral dysmelia subject whose hand had never developed, and who nevertheless learned to generate patterns of myoelectric activity, reported as intuitive, for multi-functional prosthetic control. The subject was instructed to manually log errors when they occurred via the user interface mounted on the prosthesis. This allowed the collection of information about prosthesis usage and real-time classification accuracy. The assessment of capacity for myoelectric control test was used to compare the proposed approach to the conventional prosthetic control approach, direct control. Regarding the MPR approach, the subject reported a more intuitive control when selecting the different grips, but also a higher uncertainty during proportional continuous movements. This paper represents an alternative to the conventional use of MPR, and this alternative may be particularly suitable for a certain type of amputee patients. Moreover, it represents a further validation of MPR with dysmelia cases.","2168-2372","","10.1109/JTEHM.2018.2811458","Swedish Research Council (Vetenskapsrådet); Stiftelsen Promobilia; VINNOVA; European Commission (H2020, DeTOP project); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8314725","Prosthetic control;electromyogram (emg);myoelectric pattern recognition (MPR);dysmelia;assessment of capacity for myoelectric control (ACMC)","Electromyography;Pattern recognition;Real-time systems;Prosthetic hand;Electrodes;Muscles","","37","","32","OAPA","12 Mar 2018","2018","","IEEE","IEEE Journals"
"Is EMG a Viable Alternative to BCI for Detecting Movement Intention in Severe Stroke?","S. Balasubramanian; E. Garcia-Cossio; N. Birbaumer; E. Burdet; A. Ramos-Murguialday","Department of Bioengineering, Christian Medical College; Institute of Medical Psychology and Behavioral Neurobiology, University of Tübingen and also with neuroCare Group; Institute of Medical Psychology and Behavioral Neurobiology, University of Tübingen and also with Wyss Center for Bio and Neuroengineering; Department of Bioengineering, Imperial College of Science, Technology and Medicine; Neurotechnology Laboratory, Tecnalia Corporacion Tecnologica, San Sebastian, Spain",IEEE Transactions on Biomedical Engineering,"21 Nov 2018","2018","65","12","2790","2797","Objective: In light of the shortcomings of current restorative brain-computer interfaces (BCI), this study investigated the possibility of using EMG to detect hand/wrist extension movement intention to trigger robot-assisted training in individuals without residual movements. Methods: We compared movement intention detection using an EMG detector with a sensorimotor rhythm based EEG-BCI using only ipsilesional activity. This was carried out on data of 30 severely affected chronic stroke patients from a randomized control trial using an EEG-BCI for robot-assisted training. Results: The results indicate the feasibility of using EMG to detect movement intention in this severely handicapped population; probability of detecting EMG when patients attempted to move was higher (p <; 0.001) than at rest. Interestingly, 22 out of 30 (or 73%) patients had sufficiently strong EMG in their finger/wrist extensors. Furthermore, in patients with detectable EMG, there was poor agreement between the EEG and EMG intent detectors, which indicates that these modalities may detect different processes. Conclusion : A substantial segment of severely affected stroke patients may benefit from EMG-based assisted therapy. When compared to EEG, a surface EMG interface requires less preparation time, which is easier to don/doff, and is more compact in size. Significance: This study shows that a large proportion of severely affected stroke patients have residual EMG, which yields a direct and practical way to trigger robot-assisted training.","1558-2531","","10.1109/TBME.2018.2817688","European Commission(grant numbers:ICT 231554); Grant CONTEST(grant numbers:ITN 317488); Grant EU-H2020 COGIMON(grant numbers:ICT 644727); COST ACTION(grant numbers:TD1006); European Network on Robotics for Neuro Rehabilitation; Deutsche Forschungsgemeinschaft (DFG); Baden-Württemberg Stiftung(grant numbers:ROB-1); Natural Science Fundation of China(grant numbers:NSFC 31450110072); Bundes Ministerium für Bildung und Forschung BMBF(grant numbers:FKZ 13GW0053); AMORSA(grant numbers:16SV7754); UKIERI(grant numbers:UKUTP201100135); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8320831","Stroke;EMG;BCI;neurorehabilitation;movement intention","Electromyography;Detectors;Brain modeling;Medical treatment;Robot sensing systems;Muscles","Adult;Algorithms;Brain-Computer Interfaces;Electroencephalography;Electromyography;Female;Fingers;Humans;Intention;Male;Middle Aged;Movement;Signal Processing, Computer-Assisted;Stroke Rehabilitation","66","","53","IEEE","21 Mar 2018","Dec. 2018","","IEEE","IEEE Journals"
"Assessing the SNR Influence in the Estimation of the Mean Frequency of Lower Limbs sEMG Signals","A. Rojas; A. Farfan; E. Mora; L. I. Minchala; S. Wong",NA; NA; NA; NA; NA,IEEE Latin America Transactions,"9 Nov 2018","2018","16","8","2108","2114","The mean frequency of the power spectrum (MNF) is commonly used to describe the frequency content of an electromyographic (EMG) signal. The objective of this study is to determine the minimum/desirable signal to noise ratio (SNR) value to achieve a reliable measurement of the MNF in superficial EMG (sEMG) signals of lower limbs during gait. To this end, measurements of MNF and SNR were taken in nine muscles of 21 subjects, and recorded signals were contaminated with different noise levels. The minimum threshold of a desirable SNR was determined using the K-means algorithm. A lower bound of 5.51 dB was determined as the SNR value for sEMG acquisition, while 12.28 dB is the desirable SNR value for recording sEMG signals. The methodology presented throughout this paper helps in the determination of the minimum SNR value necessary to validate the sEMG acquisition process that can be used, for example, as a control signal for identifying motion intention in the development of control systems devoted for a lower limb exoskeleton.","1548-0992","","10.1109/TLA.2018.8528223","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8528223","EMG;lower limbs;MNF;SNR","Signal to noise ratio;Electromyography;Media;IEEE transactions;Noise measurement;Pollution measurement;Wavelet transforms","","8","","","IEEE","9 Nov 2018","Aug. 2018","","IEEE","IEEE Journals"
"Limb Position Tolerant Pattern Recognition for Myoelectric Prosthesis Control with Adaptive Sparse Representations From Extreme Learning","J. L. Betthauser; C. L. Hunt; L. E. Osborn; M. R. Masters; G. Lévay; R. R. Kaliki; N. V. Thakor","Department of Electrical and Computer Engineering, The Johns Hopkins University, Baltimore, MD, USA; Department of Biomedical Engineering, The Johns Hopkins University; Department of Biomedical Engineering, The Johns Hopkins University; Department of Biomedical Engineering, The Johns Hopkins University; Department of Biomedical Engineering, The Johns Hopkins University; Department of Biomedical Engineering, The Johns Hopkins University; Department of Electrical and Computer Engineering and the Department of Biomedical Engineering, The Johns Hopkins University",IEEE Transactions on Biomedical Engineering,"19 Mar 2018","2018","65","4","770","778","Myoelectric signals can be used to predict the intended movements of an amputee for prosthesis control. However, untrained effects like limb position changes influence myoelectric signal characteristics, hindering the ability of pattern recognition algorithms to discriminate among motion classes. Despite frequent and long training sessions, these deleterious conditional influences may result in poor performance and device abandonment. Goal: We present a robust sparsity-based adaptive classification method that is significantly less sensitive to signal deviations resulting from untrained conditions. Methods: We compare this approach in the offline and online contexts of untrained upper-limb positions for amputee and able-bodied subjects to demonstrate its robustness compared against other myoelectric classification methods. Results: We report significant performance improvements (p<;0.001) in untrained limb positions across all subject groups. Significance: The robustness of our suggested approach helps to ensure better untrained condition performance from fewer training conditions. Conclusions: This method of prosthesis control has the potential to deliver real-world clinical benefits to amputees: better condition-tolerant performance, reduced training burden in terms of frequency and duration, and increased adoption of myoelectric prostheses.","1558-2531","","10.1109/TBME.2017.2719400","National Institutes of Health(grant numbers:R44NS065495); National Science Foundation(grant numbers:DGE-1232825); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7956176","Amputee;EASRC;EMG;limb position;myoelectric;prosthesis;robust;sparse;SRC","Training;Electromyography;Robustness;Training data;Prosthetics;Pattern recognition;Real-time systems","Aged;Amputees;Artificial Limbs;Electromyography;Female;Humans;Machine Learning;Male;Middle Aged;Pattern Recognition, Automated;Posture;Signal Processing, Computer-Assisted;User-Computer Interface","92","","37","IEEE","23 Jun 2017","April 2018","","IEEE","IEEE Journals"
"Synergistic Elbow Control for a Myoelectric Transhumeral Prosthesis","N. A. Alshammary; D. A. Bennett; M. Goldfarb","King Abdulaziz City for Science and Technology, Riyadh, Saudi Arabia; Center of Intelligent Mechatronics, Vanderbilt University, Nashville, TN, USA; Center of Intelligent Mechatronics, Vanderbilt University, Nashville, TN, USA",IEEE Transactions on Neural Systems and Rehabilitation Engineering,"9 Feb 2018","2018","26","2","468","476","This paper presents a control approach for a myoelectric transhumeral prostheses that supplements a typical two-site electromyograms (EMG) input with the inertial measurement of arm motion. The inertial measurement is employed to: 1) provide synergistic movement between the prosthetic elbow joint and intact upper arm and 2) to switch control between the myoelectric elbow and hand. In order to assess the prospective efficacy of the control method, experiments were conducted on six healthy subjects who performed a series of pick-and-place tasks within a virtual environment. The assessments compared the time required to complete the pick-and-place tasks using the proposed coordinated control approach, with the time required using a sequential control approach (i.e., the conventional approach used in commercial devices). Subjects on average completed the pick-and-place tasks 34% faster with the coordinated control approach, relative to the conventional sequential EMG method, with no difference in compensatory torso motion.","1558-0210","","10.1109/TNSRE.2017.2781719","King Abdulaziz City for Science and Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8172026","Myoelectric control;transhumeral prosthesis;myoelectric elbow control;electromyograms (EMG) control;coordinated control","Elbow;Electromyography;Angular velocity;Prosthetics;Switches","Adult;Algorithms;Arm;Artificial Limbs;Elbow Joint;Electromyography;Healthy Volunteers;Humans;Prospective Studies;Prosthesis Design;Psychomotor Performance;Shoulder;Torso;Virtual Reality","20","","20","IEEE","11 Dec 2017","Feb. 2018","","IEEE","IEEE Journals"
"sEMG Bias-Driven Functional Electrical Stimulation System for Upper-Limb Stroke Rehabilitation","Y. Zhou; Y. Fang; K. Gui; K. Li; D. Zhang; H. Liu","State Key Laboratory of Mechanical System and Vibration, School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Computing, University of Portsmouth, Portsmouth, U.K.; State Key Laboratory of Mechanical System and Vibration, School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Computing, University of Portsmouth, Portsmouth, U.K.; State Key Laboratory of Mechanical System and Vibration, School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, China; State Key Laboratory of Mechanical System and Vibration, School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, China",IEEE Sensors Journal,"24 Jul 2018","2018","18","16","6812","6821","It is evident that the dominant therapy of functional electrical stimulation (FES) for stroke rehabilitation suffers from heavy dependency on therapists experience and lack of feedback from patients' status, which decrease the patients' voluntary participation, reducing the rehabilitation efficacy. This paper proposes a closed loop FES system using surface electromyography (sEMG) bias feedback from bilateral arms for enhancing upper-limb stroke rehabilitation. This wireless portable system consists of sEMG data acquisition and FES modules, the former is used to measure and analyze the subject's bilateral arm motion intention and neuromuscular states in terms of their sEMG, the latter of multi-channel FES output is controlled via the sEMG bias of the bilateral arms. The system has been evaluated with experiments proving that the system can achieve 39.9 dB signal-to-noise ratio in the lab environment, outperforming existing similar systems. The results also show that voluntary and active participation can be effectively employed to achieve different FES intensity for FES-assisted hand motions, demonstrating the potential for active stroke rehabilitation.","1558-1748","","10.1109/JSEN.2018.2848726","National Natural Science Foundation of China(grant numbers:51575338,51575407,51475427,61733011); Fundamental Research Funds for the Central Universities(grant numbers:17JCYB03); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387828","Functional electrical stimulation (FES);surface electromyography (sEMG);closed loop;bilateral arm bias;stroke;active rehabilitation","Iron;Electromyography;Sensors;Training;Medical treatment;Neuromuscular","","71","","41","IEEE","18 Jun 2018","15 Aug.15, 2018","","IEEE","IEEE Journals"
