"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Independent Component Analysis of High-Density Electromyography in Muscle Force Estimation","D. Staudenmann; A. Daffertshofer; I. Kingma; D. F. Stegeman; J. H. van Dieen","Institute for Fundamental and Clinical Human Movement Sciences, Vrije Universiteit, Amsterdam, Netherlands; Institute for Fundamental and Clinical Human Movement Sciences, Vrije Universiteit, Amsterdam, Netherlands; Institute for Fundamental and Clinical Human Movement Sciences, Vrije Universiteit, Amsterdam, Netherlands; Institute for Fundamental and Clinical Human Movement Sciences and the Department of Clinical Neurophysiology, University Medical Centre, Nijmegen, Netherlands; Institute for Fundamental and Clinical Human Movement Sciences, Vrije Universiteit, Amsterdam, Netherlands",IEEE Transactions on Biomedical Engineering,"19 Mar 2007","2007","54","4","751","754","Accurate force prediction from surface electromyography (EMG) forms an important methodological challenge in biomechanics and kinesiology. In a previous study (Staudenmann , 2006), we illustrated force estimates based on analyses lent from multivariate statistics. In particular, we showed the advantages of principal component analysis (PCA) on monopolar high-density EMG (HD-EMG) over conventional electrode configurations. In the present study, we further improve force estimates by exploiting the correlation structure of the HD-EMG via independent component analysis (ICA). HD-EMG from the triceps brachii muscle and the extension force of the elbow were measured in 11 subjects. The root mean square difference (RMSD) and correlation coefficients between predicted and measured force were determined. Relative to using the monopolar EMG data, PCA yielded a 40% reduction in RMSD. ICA yielded a significant further reduction of up to 13% RMSD. Since ICA improved the PCA-based estimates, the independent structure of EMG signals appears to contain relevant additional information for the prediction of muscle force from surface HD-EMG","1558-2531","","10.1109/TBME.2006.889202","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4132943","Force estimation;human;independency;principal component analysis;redundancy;surface electromyography;variability","Independent component analysis;Electromyography;Muscles;Force measurement;Principal component analysis;Biomechanics;Statistical analysis;Electrodes;Elbow;Root mean square","Adult;Algorithms;Diagnosis, Computer-Assisted;Electromyography;Humans;Isometric Contraction;Muscle, Skeletal;Principal Component Analysis;Reproducibility of Results;Sensitivity and Specificity;Stress, Mechanical","38","1","36","IEEE","19 Mar 2007","April 2007","","IEEE","IEEE Journals"
"A Supervised Feature-Projection-Based Real-Time EMG Pattern Recognition for Multifunction Myoelectric Hand Control","J. -U. Chu; I. Moon; Y. -J. Lee; S. -K. Kim; M. -S. Mun","School of Electrical Engineering and Computer Science, Kyungpook National University, Daegu, South Korea; Department of Mechatronics Engineering, Dongeui University, Busan, South Korea; School of Electrical Engineering and Computer Science, Kyungpook National University, Daegu, South Korea; Korea Orthopedics and Rehabilitation Engineering Center, Incheon, South Korea; Korea Orthopedics and Rehabilitation Engineering Center, Incheon, South Korea",IEEE/ASME Transactions on Mechatronics,"18 Jun 2007","2007","12","3","282","290","Electromyographic (EMG) pattern recognition is essential for the control of a multifunction myoelectric hand. The main goal of this study was to develop an efficient feature- projection method for EMG pattern recognition. To this end, a linear supervised feature projection is proposed that utilizes a linear discriminant analysis (LDA). First, a wavelet packet transform (WPT) is performed to extract a feature vector from four-channel EMG signals. To dimensionally reduce and cluster the WPT features, an LDA, then, incorporates class information into the learning procedure, and identifies a linear matrix to maximize the class separability for the projected features. Finally, a multilayer perceptron classifies the LDA-reduced features into nine hand motions. To evaluate the performance of the LDA for WPT features, the LDA is compared with three other feature-projection methods. From a visualization and quantitative comparison, it is shown that the LDA produces a better performance for the class separability, plus the LDA-projected features improve the classification accuracy with a short processing time. A real-time pattern-recognition system is then implemented for a multifunction myoelectric hand. Experiments show that the proposed method achieves a 97.4% recognition accuracy, and all processes, including the generation of control commands for the myoelectric hand, are completed within 97 ms. Consequently, these results confirm that the proposed method is applicable to real-time EMG pattern recognition for multifunction myoelectric hand control.","1941-014X","","10.1109/TMECH.2007.897262","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4244373","Electromyographic (EMG);linear discriminant analysis (LDA);myoelectric hand control;pattern recognition;wavelet packet transform (WPT)","Electromyography;Pattern recognition;Linear discriminant analysis;Wavelet packets;Wavelet transforms;Data mining;Feature extraction;Vectors;Multilayer perceptrons;Visualization","","261","2","26","IEEE","18 Jun 2007","June 2007","","IEEE","IEEE Journals"
"Characterization of Surface EMG Signal Based on Fuzzy Entropy","W. Chen; Z. Wang; H. Xie; W. Yu","Department of Biomedical Engineering, Shanghai Jiaotong University, Shanghai, China; Department of Biomedical Engineering, Shanghai Jiaotong University, Shanghai, China; Department of Biomedical Engineering, Jiangsu University, Zhenjiang, China; Department of Biomedical Engineering, Shanghai Jiaotong University, Shanghai, China",IEEE Transactions on Neural Systems and Rehabilitation Engineering,"18 Jun 2007","2007","15","2","266","272"," Fuzzy entropy (FuzzyEn), a new measure of time series regularity, was proposed and applied to the characterization of surface electromyography (EMG) signals. Similar to the two existing related measures ApEn and SampEn, FuzzyEn is the negative natural logarithm of the conditional probability that two vectors similar for $m$ points remain similar for the next $m +1$  points. Importing the concept of fuzzy sets, vectors' similarity is fuzzily defined in FuzzyEn on the basis of exponential function and their shapes. Besides possessing the good properties of SampEn superior to ApEn, FuzzyEn also succeeds in giving the entropy definition in the case of small parameters. Its performance on characterizing surface EMG signals, as well as independent, identically distributed (i.i.d.) random numbers and periodical sinusoidal signals, shows that FuzzyEn can more efficiently measure the regularity of time series. The method introduced here can also be applied to other noisy physiological signals with relatively short datasets. ","1558-0210","","10.1109/TNSRE.2007.897025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4237165","ApEn;electromyography (EMG);FuzzyEn;regularity;SampEn","Electromyography;Entropy;Muscles;Feature extraction;Signal analysis;Fractals;Biomedical measurements;Time measurement;Fatigue;Humans","Action Potentials;Algorithms;Computer Simulation;Electromyography;Entropy;Fuzzy Logic;Humans;Models, Biological;Muscle Contraction;Muscle, Skeletal;Pattern Recognition, Automated","968","","25","IEEE","18 Jun 2007","June 2007","","IEEE","IEEE Journals"
"Unilateral and Bilateral Subthalamic Nucleus Stimulation in Parkinson's Disease: Effects on EMG Signals of Lower Limb Muscles During Walking","M. Ferrarin; I. Carpinella; M. Rabuffetti; M. Rizzone; L. Lopiano; P. Crenna","Centro di Bioingegneria, Fondazione Don Carlo Gnocchi Onlus IRCCS, Milan, Italy; Centro di Bioingegneria, Fondazione Don Carlo Gnocchi Onlus IRCCS, Milan, Italy; Centro di Bioingegneria, Fondazione Don Carlo Gnocchi Onlus IRCCS, Milan, Italy; Dipartimento di Neuroscienze, Ospedale Niguarda Ca''Granda di Milano, Milan, Italy; Dipartimento di Neuroscienze, Universitá di Torino, Turin, Italy; L.A.M.B. Pierfranco & Luisa Mariani, Istituto di Fisiologia Umana I, Universitá di Milano-Bicocca, Milan, Italy",IEEE Transactions on Neural Systems and Rehabilitation Engineering,"18 Jun 2007","2007","15","2","182","189","The effects of subthalamic nucleus (STN) stimulation on the spatio-temporal organization of locomotor commands directed to lower limb muscles were studied in subjects with idiopathic Parkinson's Disease (PD) by recording the EMG activity produced during steady-state walking in representative thigh (rectus femoris, RF, and semimembranosus, SM) and leg (gastrocnemius medialis, GAM, and tibialis anterior, TA) muscles, under four experimental conditions: basal stimulation off, unilateral (right and left) stimulation on, and bilateral stimulation on. Locomotor profiles of all of the muscles tested were found to be substantially affected by STN stimulation, either in terms of restoration/enhancement of the main activity bursts or normalization of recruitment timing thereof. Responses showed relatively higher statistical significance in the distal groups (GAM and TA) and, within them, for the EMG components called into action over the ground-contact (ankle dorsiflexors) and midstance (ankle plantarflexors) phases of the stride cycle. In line with data obtained from clinical rating, unilateral stimulation produced less consistent EMG changes compared with bilateral stimulation. However, at variance with clinical effects, which prevailed on the side of the body contralateral to stimulation, EMG responses to unilateral stimulation were usually symmetrical. Results indicate that the impact of STN stimulation on locomotor activation of lower limb muscles in PD is characterized by: 1) substantial effects exhibiting differential topographical (distal versus proximal) and stride-phase (stance versus swing) consistency and 2) absence of the lateralized actions typically observed for the clinical signs of the disease. Interaction with the activity of functionally different executive systems might account for the observed pattern of responsiveness.","1558-0210","","10.1109/TNSRE.2007.897000","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4237171","Deep brain stimulation;electromyography (EMG);gait;Parkinson's disease (PD);subthalamic nucleus (STN)","Parkinson's disease;Electromyography;Muscles;Legged locomotion;Steady-state;Thigh;Radio frequency;Samarium;Leg;Testing","Aged;Deep Brain Stimulation;Elasticity;Electromyography;Female;Gait Disorders, Neurologic;Gait Disorders, Neurologic;Gait Disorders, Neurologic;Humans;Leg;Male;Middle Aged;Motor Skills;Muscle Contraction;Muscle, Skeletal;Parkinson Disease;Parkinson Disease;Parkinson Disease;Range of Motion, Articular;Stress, Mechanical;Subthalamic Nucleus;Treatment Outcome;Walking","29","","35","IEEE","18 Jun 2007","June 2007","","IEEE","IEEE Journals"
"Design of Surface Electrode Array for Measuring Conduction Velocity in the Human Genioglossus Muscle","C. M. O'Connor; L. der van Merwe; S. Langran; M. O'Sullivan; P. Nolan; C. L. Vaughan; M. J. O'Malley","School of Electrical, Electronic and Mechanical Engineering, University College Dublin, Dublin, Ireland; Biostatistics Unit, Medical Research Council of South Africa, South Africa; Department of Restorative Dentistry and Periodontology, Trinity College, Dublin Dental School and Hospital, Dublin, Ireland; Department of Restorative Dentistry and Periodontology, Trinity College, Dublin Dental School and Hospital, Dublin, Ireland; Department of Academic Affairs, University College Dublin, Dublin, Ireland; MRC/UCT Medical Imaging Research Unit, Department of Human Biology, Faculty of Health Sciences, University of Cape Town, Western Cape, South Africa; School of Electrical, Electronic and Mechanical Engineering, University College Dublin, Dublin, Ireland",IEEE Transactions on Biomedical Engineering,"22 Jan 2007","2007","54","2","335","339"," A new appliance, incorporating linear arrays of pin electrodes for genioglossus (GG) surface electromyography measurement, is presented. This design enables the estimation of GG muscle fiber conduction velocity, which decreases with fatigue. The performance of the device was evaluated for ten healthy human subjects during fatiguing and force varying contractions. ","1558-2531","","10.1109/TBME.2006.880911","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4067164","Conduction velocity estimation;electromyography;genio glossus muscles;linear electrode array;obstructive sleep apnea syndrome","Velocity measurement;Humans;Muscles;Home appliances;Fatigue;Biomedical electrodes;Biomedical measurements;Biomedical imaging;Force measurement;Electromyography","Adult;Electrodes;Electromyography;Electromyography;Equipment Design;Equipment Failure Analysis;Humans;Male;Muscle, Skeletal;Muscle, Skeletal;Neural Conduction;Tongue;Tongue","3","","19","IEEE","22 Jan 2007","Feb. 2007","","IEEE","IEEE Journals"
"Towards an EMG-Controlled Prosthetic Hand Using a 3-D Electromagnetic Positioning System","Y. Su; M. H. Fisher; A. Wolczowski; G. D. Bell; D. J. Burn; R. X. Gao","University of East Anglia, Norfolk, Norwich, UK; University of East Anglia, Norfolk, Norwich, UK; Wroclaw University of Technology, Wroclaw, Poland; University of East Anglia, Norfolk, Norwich, UK; Newcastle General Hospital upon Tyne, University of Newcastle, Newcastle-upon-Tyne, UK; University of Massachusetts, Amherst, MA, USA",IEEE Transactions on Instrumentation and Measurement,"15 Jan 2007","2007","56","1","178","186","This paper proposes a novel method of using electromyographic (EMG) potentials generated by the forearm muscles during hand and finger movements to control an artificial prosthetic hand worn by an amputee. Surface EMG sensors were used to record a sequence of forearm EMG potential signals via a PC sound card and a novel 3-D electromagnetic positioning system together with a data-glove mounted with 11 miniature electromagnetic sensors used to acquire corresponding human hand pose in real time. The synchronized measurements of hand posture and associated EMG signals stored as prototypes embody a numerical expression of the current hand shape in the form of a series of data frames, each comprising a set of postures and associated EMG data. This allows a computer generated graphical 3-D model, combined with synthesized EMG signals, to be used to evaluate the approach. This graphical user interface could also enable handicapped users to practice controlling a robotic prosthetic hand using EMG signals derived from their forearm muscles. We believe this task might be made easier using a dictionary of stored task-specific prototype data frames acquired from able-bodied users. By comparing the resulting EMG data frames with stored prototypes, the most likely data frame sequence can be identified and used to control a robotic hand so that it carries out the user's desire. We explore the feasibility of this approach by applying frequency analysis on the signal derived from a multichannel EMG measurement device and identify pattern recognition techniques in the time and frequency domains to determine plausible hand shapes. This approach offers several advantages over existing methods. First, it simplifies the classification procedure, saving computational time and the requirement for the optimization process, and second, it increases the number of recognizable hand shapes, which in turn improves the dexterity of the prosthetic hand and the quality of life for amputees. The database of EMG prototypes could be employed to optimize the accuracy of the system within a machine learning paradigm. By making a range of EMG prototype databases available, prosthetic hand users could train themselves to use their prosthesis using the visual reference afforded by the virtual hand model to provide feedback","1557-9662","","10.1109/TIM.2006.887669","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4061101","Electroencephalographic (EEG);electromagnetic sensor;electromyographic (EMG);3-D electromagnetic positioning system","Prosthetic hand;Electromyography;Shape measurement;Prototypes;Muscles;Sensor systems;Acoustic sensors;Robot control;Fingers;Humans","","51","3","18","IEEE","15 Jan 2007","Feb. 2007","","IEEE","IEEE Journals"
"Spectral Analysis of Motor Unit Action Potentials","A. Dobrowolski; K. Tomczykiewicz; P. Komur","Faculty of Electronics, Military University of Technology, Warsaw, Poland; Faculty of Electronics, Military University of Technology, Warsaw, Poland; Department of Neurology, Military Institute of Health Service, Warsaw, Poland",IEEE Transactions on Biomedical Engineering,"19 Nov 2007","2007","54","12","2300","2302","The statistical processing of electromyographic signal examination performed in the time domain ensures mostly correct classification of pathology; however, because of an ambiguity of most temporal parameter definitions, a diagnosis can include a significant error that strongly depends on the neurologist's experience. Then, selected temporal parameters are determined for each run, and their mean values are calculated. In the final stage, these mean values are compared with a standard and, including additional clinical information, a diagnosis is given. An inconvenience of this procedure is high time consumption that arises from the necessity of determination of many parameters. Additionally, an ambiguity in determination of basic temporal parameters can cause doubts when parameters found by the physician are compared with standard parameters determined in other research centers. In this paper, we present a definition for spectral discriminant that directly enables a unique diagnosis to be made. An essential advantage of the suggested discriminant is a precise and algorithmically realized definition that enables an objective comparison of examination results obtained by physicians with different experiences or working in different research centers. A suggestion of the standard for selected muscle based on a population of 70 healthy cases is presented in the Results section.","1558-2531","","10.1109/TBME.2007.895752","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359994","Fast Fourier transform (FFT) spectrum;motor unit action potential (MUAP, MUP);quantitative electromyography (QEMG);quantitative electromyography (QEMG);motor unit action potential (MUAP, MUP);FFT spectrum","Spectral analysis;Muscles;Electromyography;Military computing;Pathology;Diseases;Electrodes;Statistical analysis;Shape;Biomedical measurements","Action Potentials;Algorithms;Diagnosis, Computer-Assisted;Electromyography;Humans;Motor Neurons;Muscle, Skeletal;Neuromuscular Junction;Signal Processing, Computer-Assisted;Synaptic Transmission","16","","14","IEEE","19 Nov 2007","Dec. 2007","","IEEE","IEEE Journals"
"A Comparison of Surface and Intramuscular Myoelectric Signal Classification","L. J. Hargrove; K. Englehart; B. Hudgins","Institute of Biomedical Engineering, Department of Electrical and Computer Engineering, University of New Brunswick, Fredericton, NB, Canada; Institute of Biomedical Engineering, Department of Electrical and Computer Engineering, University of New Brunswick, Fredericton, NB, Canada; Institute of Biomedical Engineering, Department of Electrical and Computer Engineering, University of New Brunswick, Fredericton, NB, Canada",IEEE Transactions on Biomedical Engineering,"16 Apr 2007","2007","54","5","847","853","The surface myoelectric signal (MES) has been used as an input to controllers for powered prostheses for many years. As a result of recent technological advances it is reasonable to assume that there will soon be implantable myoelectric sensors which will enable the internal MES to be used as input to these controllers. An internal MES measurement should have less muscular crosstalk allowing for more independent control sites. However, it remains unclear if this benefit outweighs the loss of the more global information contained in the surface MES. This paper compares the classification accuracy of six pattern recognition-based myoelectric controllers which use multi-channel surface MES as inputs to the same controllers which use multi-channel intramuscular MES as inputs. An experiment was designed during which surface and intramuscular MES were collected simultaneously for 10 different classes of isometric contraction. There was no significant difference in classification accuracy as a result of using the intramuscular MES measurement technique when compared to the surface MES measurement technique. Impressive classification accuracy (97%) could be achieved by optimally selecting only three channels of surface MES","1558-2531","","10.1109/TBME.2006.889192","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4154997","Classification;EMG;intramuscular;myoelectric;pattern recognition;prostheses","Pattern classification;Pattern recognition;Prosthetics;Biomedical signal processing;Data mining;Feature extraction;Measurement techniques;Elbow;Control systems;Technological innovation","Adult;Electric Impedance;Electrodes;Electromyography;Forearm;Forearm;Hand;Humans;Isometric Contraction;Male;Models, Biological;Muscle, Skeletal;Pattern Recognition, Physiological;Signal Processing, Computer-Assisted;Software;Wrist","425","4","20","IEEE","16 Apr 2007","May 2007","","IEEE","IEEE Journals"
"Real-Time Classification of Forearm Electromyographic Signals Corresponding to User-Selected Intentional Movements for Multifunction Prosthesis Control","K. Momen; S. Krishnan; T. Chau","Toronto Rehabilitation Institution, Toronto, ONT, Canada; Ryerson University, Toronto, ONT, Canada; Bloorview Kids Rehab, Toronto, ONT, Canada",IEEE Transactions on Neural Systems and Rehabilitation Engineering,"12 Dec 2007","2007","15","4","535","542","Pattern recognition-based multifunction prosthesis control strategies have largely been demonstrated with subsets of typical able-bodied hand movements. These movements are often unnatural to the amputee, necessitating significant user training and do not maximally exploit the potential of residual muscle activity. This paper presents a real-time electromyography (EMG) classifier of user-selected intentional movements rather than an imposed subset of standard movements. EMG signals were recorded from the forearm extensor and flexor muscles of seven able-bodied participants and one congenital amputee. Participants freely selected and labeled their own muscle contractions through a unique training protocol. Signals were parameterized by the natural logarithm of root mean square values, calculated within 0.2 s sliding and non overlapping windows. The feature space was segmented using fuzzy C-means clustering. With only 2 min of training data from each user, the classifier discriminated four different movements with an average accuracy of 92.7% plusmn 3.2%. This accuracy could be further increased with additional training data and improved user proficiency that comes with practice. The proposed method may facilitate the development of dynamic upper extremity prosthesis control strategies using arbitrary, user-preferred muscle contractions.","1558-0210","","10.1109/TNSRE.2007.908376","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359230","Adaptive;classification;clustering;electromyography (EMG);fuzzy c-means;prosthesis;real-time;root mean square (rms);Real-time;EMG;Prosthesis;RMS;Clustering;Fuzzy e-means;Classification;adaptive","Electromyography;Muscles;Root mean square;Training data;Artificial neural networks;Signal processing;Protocols;Extremities;Prosthetic hand;Biomembranes","Electromyography;Forearm;Hand;Humans;Motor Activity;Movement;Muscle, Skeletal;Prostheses and Implants","118","1","34","IEEE","12 Dec 2007","Dec. 2007","","IEEE","IEEE Journals"
"Myoelectric Signal Classification for Phoneme-Based Speech Recognition","E. J. Scheme; B. Hudgins; P. A. Parker","Institute of Biomedical Engineering and the Department of Electrical and Computer Engineering, University of New Brunswick, Fredericton, NB, Canada; Institute of Biomedical Engineering, University of New Brunswick, Fredericton, NB, Canada; Institute of Biomedical Engineering, University of New Brunswick, Fredericton, NB, Canada",IEEE Transactions on Biomedical Engineering,"19 Mar 2007","2007","54","4","694","699","Traditional acoustic speech recognition accuracies have been shown to deteriorate in highly noisy environments. A secondary information source is exploited using surface myoelectric signals (MES) collected from facial articulatory muscles during speech. Words are classified at the phoneme level using a hidden Markov model (HMM) classifier. Acoustic and MES data was collected while the words ""zero"" through ""nine"" were spoken. An acoustic expert classified the 18 formative phonemes in low noise levels [signal-to-noise ratio (SNR) of 17.5 dB] with an accuracy of 99%, but deteriorated to approximately 38% under simulations with SNR approaching 0 dB. A fused acoustic-myoelectric multiexpert system, without knowledge of SNR, improved on acoustic classification results at all noise levels. A multiexpert system, incorporating SNR information, obtained accuracies of 99% at low noise levels while maintaining accuracies above 94% during low SNR (0 dB) simulations. Results improve on previous full word MES speech recognition accuracies by almost 10%","1558-2531","","10.1109/TBME.2006.889175","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4132942","EMG;HMM;multi-expert systems;myoelectric signal;speech recognition","Pattern classification;Speech recognition;Signal to noise ratio;Hidden Markov models;Acoustic noise;Working environment noise;Noise level;Biomedical engineering;Niobium;Vocabulary","Algorithms;Electromyography;Expert Systems;Facial Muscles;Humans;Muscle Contraction;Pattern Recognition, Automated;Reproducibility of Results;Sensitivity and Specificity;Speech;Speech Production Measurement;Speech Recognition Software","28","","17","IEEE","19 Mar 2007","April 2007","","IEEE","IEEE Journals"
