"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"The Effect of ECG Interference on Pattern-Recognition-Based Myoelectric Control for Targeted Muscle Reinnervated Patients","L. Hargrove; P. Zhou; K. Englehart; T. A. Kuiken","Rehabilitation Institute of Chicago, Chicago, IL, US; Neural Engineering Center of Artificial Limbs, Rehabilitation Institute of Chicago, Chicago, IL, USA; Institute of Biomedical Engineering, University of New Brunswick, Fredericton, NB, Canada; Department of Physical Medicine and Rehabilitation, Department of Biomedical Engineering, Northwestern University, Chicago, IL, USA",IEEE Transactions on Biomedical Engineering,"18 Aug 2009","2009","56","9","2197","2201","Targeted muscle reinnervation has been introduced as an effective neural machine interface. In the case of a shoulder disarticulation patient, an effective site for a nerve transfer involves the pectoralis muscles, as these perform little useful function with a missing limb. Consequently, the myoelectric signals measured from the reinnervated muscles may be corrupted by a large amount of ECG interference. This paper investigates the effect of ECG upon the accuracy of a pattern-classification-based scheme for myoelectric control of powered upper limb prostheses. The results suggest that ECG interference, at levels typically encountered in a clinical measurement, has little effect upon classification accuracy, but can affect the estimate of myoelectric activity used to convey the velocity of motion (commonly referred to as proportional control). High-pass filtering at approximately 100 Hz appears to effectively mitigate the effect of ECG interference.","1558-2531","","10.1109/TBME.2008.2010392","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4694125","Classification;electromyography (EMG);myoelectric control;neural machine interface (NMI);pattern recognition","Electrocardiography;Interference;Muscles;Biomedical measurements;Prosthetics;Neural engineering;Artificial limbs;Biomedical engineering;Wrist;Electromyography","Amputation Stumps;Artificial Limbs;Electrocardiography;Electromyography;Humans;Man-Machine Systems;Pattern Recognition, Automated;Pectoralis Muscles;Shoulder","37","1","20","IEEE","2 Dec 2008","Sept. 2009","","IEEE","IEEE Journals"
"Decoding of Individuated Finger Movements Using Surface Electromyography","F. V. G. Tenore; A. Ramos; A. Fahmy; S. Acharya; R. Etienne-Cummings; N. V. Thakor","Johns Hopkins University, Baltimore, MD, US; Institute of Medical Psychology and Behavioural Neurobiology, University of Tübingen, Tübingen, Germany; Capital One Financial, Washington, DC, USA; Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA; Department of Electrical and Computer Engineering, Johns Hopkins University, Baltimore, MD, USA; Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA",IEEE Transactions on Biomedical Engineering,"26 May 2009","2009","56","5","1427","1434","Upper limb prostheses are increasingly resembling the limbs they seek to replace in both form and functionality, including the design and development of multifingered hands and wrists. Hence, it becomes necessary to control large numbers of degrees of freedom (DOFs), required for individuated finger movements, preferably using noninvasive signals. While existing control paradigms are typically used to drive a single-DOF hook-based configurations, dexterous tasks such as individual finger movements would require more elaborate control schemes. We show that it is possible to decode individual flexion and extension movements of each finger (ten movements) with greater than 90% accuracy in a transradial amputee using only noninvasive surface myoelectric signals. Further, comparison of decoding accuracy from a transradial amputee and able-bodied subjects shows no statistically significant difference ( p < 0.05) between these subjects. These results are encouraging for the development of real-time control strategies based on the surface myoelectric signal to control dexterous prosthetic hands.","1558-2531","","10.1109/TBME.2008.2005485","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4648401","Electromyography (EMG);myoelectric signals;neural networks;transradial amputee","Decoding;Fingers;Electromyography;Prosthetic hand;Neural prosthesis;Physics;Minimally invasive surgery;Muscles;Wrist;Neural networks","Algorithms;Amputees;Electromyography;Female;Fingers;Forearm;Humans;Male;Movement;Neural Networks (Computer);Signal Processing, Computer-Assisted;Statistics, Nonparametric","289","","24","IEEE","10 Oct 2008","May 2009","","IEEE","IEEE Journals"
"Implantable Myoelectric Sensors (IMESs) for Intramuscular Electromyogram Recording","R. F. Weir; P. R. Troyk; G. A. DeMichele; D. A. Kerns; J. F. Schorsch; H. Maas","Biomechatronics Development Laboratory, Rehabilitation Institute of Chicago, Chicago, IL, USA; Sigenics, Inc., Chicago, IL, USA; Sigenics, Inc., Chicago, IL, USA; Sigenics, Inc., Chicago, IL, USA; Biomechatronics Development Laboratory, Rehabilitation Institute of Chicago, Chicago, IL, USA; Department of Physiology, Northwestern University, Chicago, IL, USA",IEEE Transactions on Biomedical Engineering,"13 Feb 2009","2009","56","1","159","171"," We have developed a multichannel electrogmyography sensor system capable of receiving and processing signals from up to 32 implanted myoelectric sensors (IMES). The appeal of implanted sensors for myoelectric control is that electromyography (EMG) signals can be measured at their source providing relatively cross-talk-free signals that can be treated as independent control sites. An external telemetry controller receives telemetry sent over a transcutaneous magnetic link by the implanted electrodes. The same link provides power and commands to the implanted electrodes. Wireless telemetry of EMG signals from sensors implanted in the residual musculature eliminates the problems associated with percutaneous wires, such as infection, breakage, and marsupialization. Each implantable sensor consists of a custom-designed application-specified integrated circuit that is packaged into a biocompatible RF BION capsule from the Alfred E. Mann Foundation. Implants are designed for permanent long-term implantation with no servicing requirements. We have a fully operational system. The system has been tested in animals. Implants have been chronically implanted in the legs of three cats and are still completely operational four months after implantation. ","1558-2531","","10.1109/TBME.2008.2005942","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4633666","Implanted device;myoelectric;prosthesis control;wireless telemetry","Magnetic sensors;Electromyography;Telemetry;Sensor systems;Electrodes;Biosensors;Implants;Signal processing;Wireless sensor networks;Wires","Animals;Cats;Electrodes, Implanted;Electromyography;Equipment Design;Man-Machine Systems;Pattern Recognition, Automated;Prostheses and Implants;Reproducibility of Results;Sensitivity and Specificity;Telemetry","227","6","40","IEEE","26 Sep 2008","Jan. 2009","","IEEE","IEEE Journals"
"Analysis of Dynamic Voluntary Muscle Contractions in Parkinson's Disease","S. M. Rissanen; M. Kankaanpaa; M. P. Tarvainen; A. Y. Meigal; J. Nuutinen; I. M. Tarkka; O. Airaksinen; P. A. Karjalainen","Ita-Suomen yliopisto Kuopion kampus, Kuopio, FI; Department of Physical Medicine and Rehabilitation, Tampere University Hospital, Tampere, Finland; Department of Physics, University of Kuopio, Kuopio, FI, Finland; Petrozavodsk State University, Petrozavodsk 185910, Petrozavodsk, Russia; Department of Neurology, Kuopio University Hospital, Kuopio, FI, Finland; Department of Neurophysiology, Kuopio University Hospital, Kuopio, FI, Finland; Department of Physical and Rehabilitation Medicine, Kuopio University Hospital, Kuopio, FI, Finland; Department of Physics, University of Kuopio, Kuopio, FI, Finland",IEEE Transactions on Biomedical Engineering,"18 Aug 2009","2009","56","9","2280","2288","A novel method for discrimination of dynamic muscle contractions between patients with Parkinson's disease (PD) and healthy controls on the basis of surface electromyography (EMG) and acceleration measurements is presented. In this method, dynamic EMG and acceleration measurements are analyzed using nonlinear methods and wavelets. Ten parameters capturing Parkinson's disease (PD) characteristic features in the measured signals are extracted. Each parameter is computed as time-varying, and for elbow flexion and extension movements separately. For discrimination between subjects, the dimensionality of the feature vectors formed from these parameters is reduced using a principal component approach. The cluster analysis of the low-dimensional feature vectors is then performed for flexion and extension movements separately. The EMG and acceleration data measured from 49 patients with PD and 59 healthy controls are used for analysis. According to clustering results, the method could discriminate 80% of patient extension movements from 87% of control extension movements, and 73% of patient flexion movements from 82% of control flexion movements. The results show that dynamic EMG and acceleration measurements can be informative for assessing neuromuscular dysfunction in PD, and furthermore, they may help in the objective clinical assessment of the disease.","1558-2531","","10.1109/TBME.2009.2023795","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5061627","Discrimination;dynamic contractions;nonlinear methods;Parkinson's disease (PD);surface electromyography (EMG)","Muscles;Parkinson's disease;Electromyography;Accelerometers;PD control;Wavelet analysis;Elbow;Performance analysis;Acceleration;Neuromuscular","Aged;Cluster Analysis;Electromyography;Humans;Middle Aged;Models, Biological;Muscle Contraction;Muscle, Skeletal;Nonlinear Dynamics;Parkinson Disease;Parkinson Disease;Principal Component Analysis;ROC Curve;Reproducibility of Results;Signal Processing, Computer-Assisted","23","","26","IEEE","2 Jun 2009","Sept. 2009","","IEEE","IEEE Journals"
"Development and Quantitative Performance Evaluation of a Noninvasive EMG Computer Interface","C. Choi; S. Micera; J. Carpaneto; J. Kim $^{\ast}$","Mechanical Engineering Department, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; Advanced Robotics Technology and Systems Laboratory, Scuola Superiore Sant'' Anna, Pontedera, Italy; Advanced Robotics Technology and Systems Laboratory, Scuola Superiore Sant'' Anna, Pontedera, Italy; Mechanical Engineering Department, Korea Advanced Institute of Science and Technology, Daejeon, South Korea",IEEE Transactions on Biomedical Engineering,"13 Feb 2009","2009","56","1","188","191"," This paper describes a noninvasive electromyography (EMG) signal-based computer interface and a performance evaluation method based on Fitts’ law. The EMG signals induced by volitional wrist movements were acquired from four sites in the lower arm to extract users’ intentions, and six classes of wrist movements were distinguished using an artificial neural network. Using the developed interface, a user can move the cursor, click buttons, and type text on a computer. The test setup was built to evaluate the developed interface, and the mouse was tested by five volunteers with intact limbs. The performance of the developed computer interface and the mouse was tested at 1.299 and 7.733 b/s, respectively, and these results were compared with the performance of a commercial noninvasive brain signal interface (0.386 b/s). The results show that the developed interface performed better than the commercial interface, but less satisfactorily than a computer mouse. Although some issues remain to be resolved, the developed EMG interface has the potential to help people with motor disabilities to access computers and Internet environments in a natural and intuitive manner. ","1558-2531","","10.1109/TBME.2008.2005950","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4633672","Electromyography;feedforward neural networks;Fitts’ law;user interfaces","Electromyography;Computer interfaces;Mice;Wrist;Testing;Internet;Keyboards;Tracking;Mechanical engineering;Data mining","Communication Aids for Disabled;Disabled Persons;Electromyography;Feedback;Forearm;Humans;Man-Machine Systems;Muscle, Skeletal;Neural Networks (Computer);Pattern Recognition, Automated;Signal Processing, Computer-Assisted;Spinal Cord Injuries;User-Computer Interface","58","1","11","IEEE","26 Sep 2008","Jan. 2009","","IEEE","IEEE Journals"
"A Strategy for Identifying Locomotion Modes Using Surface Electromyography","H. Huang $^\ast$; T. A. Kuiken; R. D. Lipschutz","Department of Electrical, Computer, and Biomedical Engineering, University of Rhode Island, Kingston, RI, USA; Department of Biomedical Engineering, Northwestern University, Chicago, IL, USA; Neural Engineering Center of Artificial Limbs, Rehabilitation Institute of Chicago, Chicago, IL, USA",IEEE Transactions on Biomedical Engineering,"13 Feb 2009","2009","56","1","65","73"," This study investigated the use of surface electromyography (EMG) combined with pattern recognition (PR) to identify user locomotion modes. Due to the nonstationary characteristics of leg EMG signals during locomotion, a new phase-dependent EMG PR strategy was proposed for classifying the user's locomotion modes. The variables of the system were studied for accurate classification and timely system response. The developed PR system was tested on EMG data collected from eight able-bodied subjects and two subjects with long transfemoral (TF) amputations while they were walking on different terrains or paths. The results showed reliable classification for the seven tested modes. For eight able-bodied subjects, the average classification errors in the four defined phases using ten electrodes located over the muscles above the knee (simulating EMG from the residual limb of a TF amputee) were 12.4% $\pm$ 5.0%, 6.0% $\pm$  4.7%, 7.5% $\pm$ 5.1%, and 5.2% $\pm$ 3.7%, respectively. Comparable results were also observed in our pilot study on the subjects with TF amputations. The outcome of this investigation could promote the future design of neural-controlled artificial legs. ","1558-2531","","10.1109/TBME.2008.2003293","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4595659","Electromyography (EMG);neural–machine interface;pattern recognition (PR);prosthesis;targeted muscle reinnervation","Electromyography;Neural prosthesis;Leg;Legged locomotion;Pattern recognition;Muscles;Artificial limbs;Prosthetics;Biomedical computing;Biomedical engineering","Adult;Amputation, Surgical;Analysis of Variance;Artificial Limbs;Discriminant Analysis;Electromyography;Female;Humans;Leg;Male;Man-Machine Systems;Middle Aged;Muscle, Skeletal;Neural Networks, Computer;Pattern Recognition, Automated;Walking","432","3","28","IEEE","12 Aug 2008","Jan. 2009","","IEEE","IEEE Journals"
"Compression of Multidimensional Biomedical Signals With Spatial and Temporal Codebook-Excited Linear Prediction","E. S. G. Carotti; J. C. De Martin; R. Merletti; D. Farina","Dipartimento di Automatica e Informatica (DAUIN), Politecnico di Torino, Turin, Italy; Dipartimento di Automatica e Informatica (DAUIN), Politecnico di Torino, Turin, Italy; Laboratorio di Ingegneria del Sistema Neuromuscolare (LISiN), Dip. di Elettronica, Politecnico Di Torino, Turin, Italy; Dept. of Health Sci. & Technol., Aalborg Univ., Aalborg, Denmark",IEEE Transactions on Biomedical Engineering,"23 Oct 2009","2009","56","11","2604","2610","In this paper, we propose a model-based lossy coding technique for biomedical signals in multiple dimensions. The method is based on the codebook-excited linear prediction approach and models signals as filtered noise. The filter models short-term redundancy in time; the shape of the power spectrum of the signal and the residual noise, quantized using an algebraic codebook, is used for reconstruction of the waveforms. In addition to temporal redundancy, redundancy in the coding of the filter and residual noise across spatially related signals is also exploited, yielding better compression performance in terms of SNR for a given bit rate. The proposed coding technique was tested on sets of multichannel electromyography (EMG) and EEG signals as representative examples. For 2-D EMG recordings of 56 signals, the coding technique resulted in SNR greater than 3.4 plusmn 1.3 dB with respect to independent coding of the signals in the grid when the compression ratio was 89%. For EEG recordings of 15 signals and the same compression ratio as for EMG, the average gain in SNR was 2.4 plusmn 0.1 dB. In conclusion, a method for exploiting both the temporal and spatial redundancy, typical of multidimensional biomedical signals, has been proposed and proved to be superior to previous coding schemes.","1558-2531","","10.1109/TBME.2009.2027691","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5175429","EEG;electromyography (EMG);lossy compression;multichannel signals","Multidimensional systems;Electromyography;Multi-stage noise shaping;Electroencephalography;Predictive models;Nonlinear filters;Redundancy;Shape;Signal to noise ratio;Bit rate","Adult;Algorithms;Electroencephalography;Electromyography;Humans;Linear Models;Male;Muscle Contraction;Muscle, Skeletal;Signal Processing, Computer-Assisted","14","","26","IEEE","28 Jul 2009","Nov. 2009","","IEEE","IEEE Journals"
"Comparison of Conventional Filtering and Independent Component Analysis for Artifact Reduction in Simultaneous Gastric EMG and Magnetogastrography From Porcines","A. Irimia; W. O. Richards; L. A. Bradshaw","University of California San Diego, La Jolla, CA, US; Department of Surgery, School of Medicine, Vanderbilt University, Nashville, TN, USA; Departments of Physics and Astronomy and Biomedical Engineering, Vanderbilt University, Nashville, TN, USA",IEEE Transactions on Biomedical Engineering,"23 Oct 2009","2009","56","11","2611","2618"," In this study, we perform a comparative study of independent component analysis (ICA) and conventional filtering (CF) for the purpose of artifact reduction from simultaneous gastric EMG and magnetogastrography (MGG). EMG/MGG data were acquired from ten anesthetized pigs by obtaining simultaneous recordings using serosal electrodes (EMG) as well as with a superconducting quantum interference device biomagnetometer (MGG). The analysis of MGG waveforms using ICA and CF indicates that ICA is superior to the CF method in its ability to extract respiration and cardiac artifacts from MGG recordings. A signal frequency analysis of ICA- and CF-processed data was also undertaken using waterfall plots, and it was determined that the two methods produce qualitatively comparable results. Through the use of simultaneous EMG/MGG, we were able to demonstrate the accuracy and trustworthiness of our results by comparison and cross-validation within the framework of a porcine model. ","1558-2531","","10.1109/TBME.2009.2020694","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4840544","Artifact;EMG;filter;independent component analysis (ICA);magnetogastrography (MGG)","Magnetic separation;Filtering;Independent component analysis;Electromyography;Superconducting magnets;Superconducting filters;Electrodes;Superconducting devices;SQUIDs;Interference","Algorithms;Animals;Artifacts;Data Interpretation, Statistical;Electromagnetic Fields;Electromyography;Gastrointestinal Motility;Signal Processing, Computer-Assisted;Swine","7","","7","IEEE","24 Apr 2009","Nov. 2009","","IEEE","IEEE Journals"
"Characterization of EMG Patterns From Proximal Arm Muscles During Object- and Orientation-Specific Grasps","C. Martelloni; J. Carpaneto; S. Micera","Scuola Superiore Sant’Anna, Advanced Robotics Technology and Systems (ARTS) Laboratory, Pisa, Italy; Scuola Superiore Sant’Anna, Advanced Robotics Technology and Systems (ARTS) Laboratory, Pisa, Italy; Adv. Robot. Technol. & Syst. (ARTS) Lab., Scuola Superiore Sant'Anna, Pisa, Italy",IEEE Transactions on Biomedical Engineering,"15 Sep 2009","2009","56","10","2529","2536","Reach-to-grasp tasks are composed of several actions that are more and more considered as simultaneously controlled by the central nervous system in a feedforward manner (at least for well-known activities). If this hypothesis is correct, during prehension tasks, the activity of proximal muscles (and not only of the distal ones used to control finger movements) is modulated according to the kind of object to be grasped and its position. This means that different objects could be identified by processing the electromyographic (EMG) signals recorded from proximal muscles. In this paper, specific experiments have been carried out to support this hypothesis in able-bodied subjects. The results achieved seem to confirm this possibility by showing that the activation of proximal muscles can be statistically different for different grip types. This finding supports the hypothesis that proximal and distal muscles are simultaneously controlled during reaching and grasping. Moreover, this kind of information could allow the development of an EMG-based control strategy based on the natural muscular activities selected by the central nervous system.","1558-2531","","10.1109/TBME.2009.2026470","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5165084","Biorobotics;electromyographic (EMG) signals;hand prosthesis;reach-to-grasp;upper arm","Electromyography;Muscles;Control systems;Centralized control;Central nervous system;Robotics and automation;Robots;Subspace constraints;Fingers;Signal processing","Adult;Analysis of Variance;Arm;Electromyography;Female;Hand Strength;Humans;Male;Muscle, Skeletal;Signal Processing, Computer-Assisted","21","","43","IEEE","14 Jul 2009","Oct. 2009","","IEEE","IEEE Journals"
"Effects of shoe heel height on loading and muscle activity for trans-tibial amputees during standing","X. Jia; R. Wang; W. Lee","Division of Intelligent and Biomechanical System, State Key Laboratory of Tribology, Tsinghua University, Beijing 100084, China; Division of Intelligent and Biomechanical System, State Key Laboratory of Tribology, Tsinghua University, Beijing 100084, China; Institute of Health and Biomedical Innovation, Queensland University of Technology, Brisbane, Australia",Tsinghua Science and Technology,"17 Jan 2012","2009","14","3","281","286","This study accesses the effects of shoe heel heights on loading, muscle activity, and plantar foot pressure of trans-tibial amputees during standing. Five male subjects with unilateral trans-tibial amputation volunteered to participate in this study. Three pairs of shoes with zero, 20 mm, and 40 mm heel heights were used. The loading line of the prosthetic side, the plantar foot pressure, and the surface electromyography (EMG) of 10 muscles were simultaneously recorded. With increasing shoe heel heights during standing, the loading line of the prosthetic side shifted from the anterior to the posterior side of the knee center, the peak pressure was increased in the medial forefoot region, and the peak pressure was reduced in the heel region. The EMG of the medial and lateral gastrocnemius of the sound leg almost doubled and that of the rectus fomris, vastus lateralis, and vastus medialis of the prosthetic side increased to different extents with increasing heel heights from zero to 40 mm. These results show a high correlation with human physical behavior. Changing of the heel heights for trans-tibial amputees during standing actually had similar effects to altering the prosthetic sagittal alignment. The results suggest that an alignment change is necessary to accommodate heel height changes and that prosthesis users should be cautious when choosing shoes.","1007-0214","","10.1016/S1007-0214(09)70041-0","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6074852","shoe-heel height;loading line;plantar foot pressure;surface electromyography (EMG);prosthetic alignment","Prosthetics;Loading;Knee;Foot;Muscles;Electromyography;Footwear","","","","","","17 Jan 2012","June 2009","","TUP","TUP Journals"
